articulos.id,articulos.codigo,articulos.nombre,articulos.precio,articulos.existencia
617,77901538,lucky strike 10,0.00,0
618,77936523,lucky strike 10 click,0.00,0
619,77910066,lucky strike box,0.00,0
620,77929068,lucky strike box click,0.00,0
621,77936707,lucky strike click,0.00,0
622,7790430000161,luxor bombon,0.00,0
623,7613031728053,luxor dulce leche,0.00,0
624,7790040439207,mana rellenas chocolate,0.00,0
625,7790040439108,mana rellenas limon,0.00,0
626,4006396157805,manitou virginia blue,0.00,0
627,4006396157850,Manitou virginia gold,0.00,0
628,7622300742744,manon,0.00,0
629,7791249451472,mantecol 110 gr.,0.00,0
630,7791249010549,mantecol 25 gr.,0.00,0
631,100000057,mantecol 40 gr.,0.00,0
632,7791249021453,mantecol extremo,0.00,0
633,77916433,marlboro,0.00,0
634,77917843,marlboro 10,0.00,0
635,77914064,marlboro 16,0.00,0
636,77918482,marlboro box,0.00,0
637,77905819,marlboro gold,0.00,0
638,77977823,marlboro ice fresh,0.00,0
639,77977885,marlboro silver mint,0.00,0
640,100000058,marroc,0.00,0
641,5018819902700,mazo penguin,0.00,0
642,1567603266268,mazos angry,0.00,0
643,125,mazos dragonball,0.00,0
644,100000060,medallon de menta felfort,0.00,0
645,7790430005845,mega almendras,0.00,0
646,7613032478940,mega chocolate,0.00,0
647,7613033851681,mega tres chocolates,0.00,0
648,7622300742775,melba,0.00,0
649,77903365,melbour,0.00,0
650,7790040930209,mellizas,0.00,0
651,100000061,menta cristal,0.00,0
652,7792222003732,mentitas fruta,0.00,0
653,7792222003718,mentitas menta,0.00,0
654,77946805,mentoplus free cereza,0.00,0
655,77946812,mentoplus free durazno,0.00,0
656,77927989,mentoplus free limon,0.00,0
657,77946829,mentoplus free mentol,0.00,0
658,77946836,mentoplus free pomelo,0.00,0
659,78916401,mentos frutas  ,0.00,0
660,78925281,mentos frutilla,0.00,0
661,78928275,mentos magic,0.00,0
662,78924192,mentos manzana,0.00,0
663,78916418,mentos menta,0.00,0
664,7790040932708,merengadas,0.00,0
665,100000218,miel caramelos ,0.00,0
666,100000212,migral x tira,0.00,0
667,100000018,migral x unidad,0.00,0
668,7622300457266,milka alfajor simple blanco,0.00,0
669,7622300759506,milka alfajor simple negro,0.00,0
670,100000062,milka almendra 70 gr.,0.00,0
671,100000063,milka blanco 70 gr.,0.00,0
672,7622300594282,milka blanco dulce leche 70 gr.,0.00,0
673,7622300056483,milka leche 70 gr.,0.00,0
674,100000064,milka leger almendra x 100 gr.,0.00,0
675,7790114015177,milka leger leche x 100 gr.,0.00,0
676,77916112,milka leger x 45 gr. Almendra,0.00,0
677,77916136,milka leger x 45 gr. Blanco,0.00,0
678,77916129,milka leger x 45 gr. Combinado,0.00,0
679,100000065,milka leger x 45 gr. Leche,0.00,0
680,7622300400026,milka negro dulce leche 70 gr.,0.00,0
681,100000066,milka oreo blanco 70 gr.,0.00,0
682,7622300249113,milka oreo negro 70 gr.,0.00,0
683,100000067,milka triple alfajor blanco,0.00,0
684,77903785,milka triple alfajor mousse,0.00,0
685,7622300347529,milka triple alfajor oreo,0.00,0
686,7622300179540,milka x 170 gr. Almendra,0.00,0
687,7790114900657,milka x 170 grs.leche,0.00,0
688,7798087950037,minifusor boquilla,0.00,0
689,100000114,minifusor repuesto x par,0.00,0
690,7798087950051,minifusor repuesto x tira,0.00,0
691,7622300335090,minirodesia,0.00,0
692,100000027,mirinda 237,0.00,0
693,7791813420156,mirinda 500,0.00,0
694,7790580618315,mogul cocodrilo,0.00,0
695,100000068,mogul moras,0.00,0
696,7790580199913,mogul ositos,0.00,0
697,7790580602000,mogul rollo,0.00,0
698,100000069,mogul tiburon,0.00,0
699,100000070,moneda pirata,0.00,0
700,100000091,monkey helado,0.00,0
701,7613034003461,monster monkey helado,0.00,0
702,4002153008793,moro dark blend,0.00,0
703,4002153020535,moro golden shag,0.00,0
704,4002153020559,moro halfzware shag,0.00,0
705,4002153011755,moro tabaco mango,0.00,0
706,4002153011786,moro tabaco vainilla,0.00,0
707,4002153008762,moro virginia,0.00,0
708,77939838,mr. Monkey,0.00,0
709,77950222,multimint,0.00,0
710,100000195,muñequitas chicas,0.00,0
711,7935729,nerds amarillo/rojo,0.00,0
712,79200370213,nerds azul/naranja,0.00,0
713,7933925,nerds naranja/verde,0.00,0
714,7933624,nerds rosa/violeta,0.00,0
715,7613033521164,Nescafe dolca ,0.00,0
716,100000207,Nescafe dolca suave,0.00,0
717,7790430009119,nesquik,0.00,0
718,77912824,next,0.00,0
719,7790060054060,nobleza gaucha yerba,0.00,0
720,7790380016922,nucrem 84 gr.,0.00,0
721,7792222041062,nugaton blanco,0.00,0
722,7792222041055,nugaton negro,0.00,0
723,7790520161055,off aerosol,0.00,0
724,77991973,off locion,0.00,0
725,77903501,opera,0.00,0
726,7622300742430,oreo galletitas,0.00,0
727,77916495,oreo triple alfajor,0.00,0
728,100000072,palitos de la selva,0.00,0
729,100000115,papel armar abadie,0.00,0
730,644536227113,papel armar doble platinum chocolate,0.00,0
731,644536226314,papel armar doble platinum durazno,0.00,0
732,644536227410,papel armar doble platinum miel,0.00,0
733,54137318,papel armar domingo,0.00,0
734,30042452,papel armar OCB blanco,0.00,0
735,30054257,papel armar OCB corto azul,0.00,0
736,30071704,papel armar OCB corto blue expert,0.00,0
737,30063082,papel armar OCB corto negro,0.00,0
738,30068926,papel armar OCB gris expert,0.00,0
739,30058569,papel armar OCB king size negro,0.00,0
740,30086357,papel armar OCB king size oro,0.00,0
741,30052765,papel armar OCB negro premium,0.00,0
742,30087859,papel armar OCB organico,0.00,0
743,100000124,papel armar ombu,0.00,0
744,716165174172,papel armar raw,0.00,0
745,77925671,papel armar roots,0.00,0
746,84157041,papel armar smoking chico,0.00,0
747,84196736,papel armar smoking orange,0.00,0
748,7798038157430,papel higienico scott,0.00,0
749,7798038150295,papel higienico scott aloe vera,0.00,0
750,100000073,paragüitas,0.00,0
751,77910325,parisiennes,0.00,0
752,77936431,parisiennes 10,0.00,0
753,77910950,parisiennes box,0.00,0
754,77929891,parliament,0.00,0
755,7791813421368,paso toros pomelo 1500,0.00,0
756,7791813420385,paso toros pomelo 500,0.00,0
757,7791813421382,paso toros tonica 1500,0.00,0
758,7790310000786,pehuamar mani pelado 100 gr,0.00,0
759,7790310920749,pehuamar mani pelado 180 gr,0.00,0
760,7790310000878,pehuamar palitos queso 90 gr,0.00,0
761,100000173,peine,0.00,0
762,740617176988,pendrive 16 gb dt 101,0.00,0
763,740617176964,pendrive 8 gb dt 101,0.00,0
764,740617196528,pendrive 8 gb micro,0.00,0
765,7790310980118,pep palitos 63 gr,0.00,0
766,7790310980231,pep rueditas 74 gr.,0.00,0
767,7798054220156,pepas 200 gr.,0.00,0
768,7798054220149,pepas terepin 400 gr.,0.00,0
769,4006396139665,pepe tabaco virginia 30 gr.,0.00,0
770,77915481,pepitos alfajor triple,0.00,0
771,7622300741716,pepitos chispas,0.00,0
772,7622300339715,pepitos galletitas,0.00,0
773,100000028,pepsi 237,0.00,0
774,7791813420118,pepsi 500,0.00,0
775,7791813421115,pepsi1500,0.00,0
776,77912879,philip morris,0.00,0
777,77913418,philip morris 10,0.00,0
778,77934635,philip morris 10 caps,0.00,0
779,77905710,philip morris 15,0.00,0
780,77912954,philip morris box,0.00,0
781,77940735,philip morris caps,0.00,0
782,8712581496555,philips auricular extra bass,0.00,0
783,8712581498382,philips auricular mix and match,0.00,0
784,8712581397883,philips auricular she1360,0.00,0
785,70235109106,phillies blunt chocolate x caja,0.00,0
786,70235000557,phillies blunt chocolate x unidad,0.00,0
787,70235103517,phillies titan x caja,0.00,0
788,100000127,phillies titan x unidad,0.00,0
789,100000128,picador ficha poker grande,0.00,0
790,100000129,picador galleta,0.00,0
791,100000130,picador plastico redondo ,0.00,0
792,100000074,pico dulce chupetin,0.00,0
793,7613033086137,pico dulce helado,0.00,0
794,103,pipa de madera,0.00,0
795,102,pipa de marlo,0.00,0
796,100000131,pipa llavero,0.00,0
797,77965233,pipas girasol,0.00,0
798,100000132,pipas metal blister,0.00,0
799,100000133,pipas metal locas,0.00,0
800,100000029,pomelo 237,0.00,0
801,7790310002285,popkorn ,0.00,0
802,7790310002711,popkorn chocolate 70 gr,0.00,0
803,100000103,popkorn frutilla,0.00,0
804,7791337303072,postre ser chocolate x unid,0.00,0
805,7790895641190,powerade 500 amarillo,0.00,0
806,7790895640025,powerade 500 azul,0.00,0
807,7790895640018,powerade 500 manzana,0.00,0
808,7790895640032,powerade 500 naranja,0.00,0
809,7790895641183,powerade 500 rojo,0.00,0
810,7794122013071,poxiran,0.00,0
811,7501009222729,prestobarba azul,0.00,0
812,7501009224174,prestobarba verde,0.00,0
813,7791519200021,prime anatómico,0.00,0
814,7791519200076,prime espermicida,0.00,0
815,7791519000676,prime extralubricado,0.00,0
816,7791519701030,prime large,0.00,0
817,7791519702112,prime retardante,0.00,0
818,7791519702099,prime skin,0.00,0
819,7791519200045,prime super fino,0.00,0
820,7791519200090,prime tachas,0.00,0
821,7791519200069,prime texturado,0.00,0
822,7791519701061,prime ultra fino,0.00,0
823,7465603180505,principes chocolate,0.00,0
824,37000185109,pringles chicas cebolla,0.00,0
825,37000185086,pringles chicas original,0.00,0
826,37000185123,pringles chicas queso,0.00,0
827,37000511793,pringles grandes cebolla,0.00,0
828,37000511786,pringles grandes original,0.00,0
829,37000380405,pringles grandes picante,0.00,0
830,37000511809,pringles grandes queso,0.00,0
831,37000185239,pringles mediana cebolla,0.00,0
832,37000185215,pringles mediana original,0.00,0
833,37000185192,pringles mediana queso,0.00,0
834,100000134,pueblo tabaco,0.00,0
835,7793360000485,pure de tomate,0.00,0
836,4891228530136,quattro afeitadora,0.00,0
837,7793940459009,queso por salut untable light,0.00,0
838,7793940328008,queso rallado 40 gr.,0.00,0
839,7798171930013,rad 60,0.00,0
840,77970763,red point mentolado,0.00,0
841,77900883,red point rojo,0.00,0
842,77922304,refresco celeste,0.00,0
843,77922281,refresco naranja,0.00,0
844,77922267,refresco rojo,0.00,0
845,100000019,rennie,0.00,0
846,7792540230841,resma,0.00,0
847,7790040719804,rex en caja,0.00,0
848,7790040003569,rex en sobre,0.00,0
849,77995681,rhodesia,0.00,0
850,7790580327415,rocklets,0.00,0
851,7790250022657,rollo de cocina ,0.00,0
852,100000009,rosamonte yerba ,0.00,0
853,7792222002902,rueditas,0.00,0
854,7790040930506,rumba,0.00,0
855,7790580716707,saladix jamon,0.00,0
856,7790580697303,saladix pizza,0.00,0
857,7790580716806,saladix salame,0.00,0
858,100000097,sandwich arabe jamon,0.00,0
859,100000098,sandwich miga jamon,0.00,0
860,100000099,sandwich miga salame,0.00,0
861,100000100,sandwich pebete jamon,0.00,0
862,100000101,sandwich pebete salame,0.00,0
863,77955272,ser alfajor,0.00,0
864,77936288,ser cereal durazno,0.00,0
865,77936271,ser cereal frutilla,0.00,0
866,77936264,ser cereal manzana,0.00,0
867,100000075,ser cereal pera,0.00,0
868,7798062548310,ser citrus 500,0.00,0
869,7790040939400,ser galletitas crakers,0.00,0
870,100000020,sertal,0.00,0
871,7790045823100,sesamo granix,0.00,0
872,7791293010632,shampu frasco caida,0.00,0
873,7791293010748,shampu frasco ceramidas,0.00,0
874,7791293011752,shampu frasco color vital,0.00,0
875,7791293010786,shampu frasco crema,0.00,0
876,7791293011110,shampu frasco reconstruccion,0.00,0
877,77935847,shampu sachet ceramidas,0.00,0
878,77901378,shampu sachet crema,0.00,0
879,77935854,shampu sachet reconstruccion,0.00,0
880,7591066701015,shick Xtreme 3,0.00,0
881,77956699,shot alfajor triple,0.00,0
882,7622300424084,shot chocolate x 170 grs.,0.00,0
883,77914217,shot chocolate x 35 gr.,0.00,0
884,7790114901234,shot confites mani ,0.00,0
885,7891010891220,siempre libre ultrafina,0.00,0
886,100000092,sin parar chocolate,0.00,0
887,7790430009355,sin parar dulce leche,0.00,0
888,100000093,sin parar futilla,0.00,0
889,40000001621,skittles lila,0.00,0
890,4016007,skittles rojo,0.00,0
891,7790310000236,snack mix,0.00,0
892,7622300335052,snacky,0.00,0
893,100000076,snickers chico,0.00,0
894,100000077,snickers grande,0.00,0
895,100000175,sobres manila,0.00,0
896,100000176,sobres para cd,0.00,0
897,100000197,sonajero bebe,0.00,0
898,7790040931206,sonrisas ,0.00,0
899,7798119220015,Speed,0.00,0
900,7790895000447,sprite 1500,0.00,0
901,7790895001000,sprite 2250,0.00,0
902,7790895007439,sprite 600,0.00,0
903,7790895064173,sprite zero 1500,0.00,0
904,7790895064166,sprite zero 2250,0.00,0
905,7790895064159,sprite zero 600,0.00,0
906,7790580056001,sugus confitados,0.00,0
907,100000078,sugus max  anana  3 x 1 $,0.00,0
908,100000079,sugus max  frutilla  3 x 1 $,0.00,0
909,100000080,sugus max  menta  3 x 1 $,0.00,0
910,100000081,sugus max  tuti fruti  3 x 1 $,0.00,0
911,100000082,sugus max  uva  3 x 1 $,0.00,0
912,100000083,sugus sorpresa 50 gr.,0.00,0
913,100000084,sugus sueltos,0.00,0
914,100000135,swishers sweet perectos c/u,0.00,0
915,25900212216,swishers sweet perectos caja,0.00,0
916,100000021,tafirol,0.00,0
917,7790387531732,taragui te,0.00,0
918,7790387013023,taragui yerba ,0.00,0
919,8424248998912,tarjetas adrenalyn,0.00,0
920,100000022,te vick forte,0.00,0
921,100000193,telefono cara,0.00,0
922,7790040948709,tentaciones,0.00,0
923,77939234,terrabusi simple alfajor negro,0.00,0
924,77903792,terrabusi triple alfajor dulce leche,0.00,0
925,77903860,terrabusi triple alfajor torta,0.00,0
926,78605831,tic tac frutilla,0.00,0
927,78600010,tic tac menta,0.00,0
928,78602649,tic tac mentol,0.00,0
929,78605039,tic tac mix,0.00,0
930,78600027,tic tac naranja,0.00,0
931,77900845,tita,0.00,0
932,7790206509805,tivis,0.00,0
933,7792170000449,toddy galletitas 210 gr.,0.00,0
934,7792170000432,toddy galletitas 75 gr.,0.00,0
935,7790580746711,tofi 55 gr. Blanco,0.00,0
936,7790580746612,tofi 55 gr. negro,0.00,0
937,77974648,tofi blanco 28 gr.,0.00,0
938,77972279,tofi bocadito,0.00,0
939,77974631,tofi negro 28 gr.,0.00,0
940,100000031,tonica 237,0.00,0
941,77939753,top line 7 atomic strong,0.00,0
942,77932693,top line 7 mandarina,0.00,0
943,77931764,top line 7 menta ,0.00,0
944,77951113,top line 7 vibrant strawberry,0.00,0
945,7790580389819,top line defense confitados ,0.00,0
946,7790580386214,top line fruta confitados ,0.00,0
947,7790580386313,top line menta confitados ,0.00,0
948,7790580388317,top line menta fuerte confitados ,0.00,0
949,77935465,top line tira change,0.00,0
950,77916389,top line tira fruta,0.00,0
951,77916426,top line tira menta,0.00,0
952,77916396,top line tira menta fuerte,0.00,0
953,7613032289966,torpedo frutilla,0.00,0
954,7613032290092,torpedo limon,0.00,0
955,77913357,torroncino rojo,0.00,0
956,7790206513383,torroncino verde,0.00,0
957,100000085,tortuguita gody,0.00,0
958,7790040872103,traviata,0.00,0
959,7790580316815,trenz chicle,0.00,0
960,100000086,tres sueños chico,0.00,0
961,8437000482536,trolli neon 50 gr.,0.00,0
962,8437000482543,trolli sour 50 grs.,0.00,0
963,7791014090325,tulipan,0.00,0
964,100000136,turbina chica,0.00,0
965,100000137,turbina grande,0.00,0
966,100000138,turbina llavero,0.00,0
967,77940131,turron    ,0.00,0
968,7798040592588,turron bakugan,0.00,0
969,100000087,tutucas,0.00,0
970,7790017009921,twister manzana,0.00,0
971,7790017006616,twister naranja,0.00,0
972,7790017006715,twister pomelo,0.00,0
973,7798130950014,twister pop,0.00,0
974,7790017006814,twister sania,0.00,0
975,7790310003022,twistos jamon 112 gr.,0.00,0
976,7790310002995,twistos jamon 45 gr,0.00,0
977,7790310003039,twistos queso 112 gr,0.00,0
978,7790310003008,twistos queso 45 gr,0.00,0
979,7790387130294,union yerba,0.00,0
980,100000023,uvasal,0.00,0
981,7798108841122,v8 mentol,0.00,0
982,7798108841092,v8 rojo,0.00,0
983,100000088,vaca lechera carmelos sueltos,0.00,0
984,7790628102684,vainillas,0.00,0
985,7622300691639,variedad 400 grs.,0.00,0
986,100000141,vasco da gama gr x unid.,0.00,0
987,100000142,Vasco da gama grandes x caja,0.00,0
988,100000177,vasos,0.00,0
989,77976109,vauquita,0.00,0
990,7798138290167,vauquita alfajor ,0.00,0
991,7798138290273,vauquita alfajor maizena,0.00,0
992,7798138290037,vauquita grande ,0.00,0
993,7798138290143,vauquita grande light,0.00,0
994,77927361,vauquita light,0.00,0
995,77910455,viceroy,0.00,0
996,77920423,viceroy box,0.00,0
997,77910622,viceroy light,0.00,0
998,77939531,viceroy switch,0.00,0
999,77939555,viceroy switch box,0.00,0
1000,77908483,virginia negro,0.00,0
1001,77908285,virginia super,0.00,0
1002,7790040177307,vocacion,0.00,0
1003,100000178,voligoma,0.00,0
1004,22000006660,wrigley grandes doublemint,0.00,0
1005,2266707,wrigley grandes fruta,0.00,0
1006,22000001733,wrigleys chicos fruta,0.00,0
1007,22000001726,wrigleys chicos menta,0.00,0
1008,77904744,yapa,0.00,0
1009,7793333013375,yelli gomitas ,0.00,0
1010,7793940333026,yogur bebible entero frutilla,0.00,0
1011,7793940333019,yogur bebible entero vainilla,0.00,0
1012,7791337332027,yogur bebible ser frutilla,0.00,0
1013,7791337332850,yogur bebible ser multifruta,0.00,0
1014,7793940135217,yogur entero con cereal,0.00,0
1015,7791337993235,yogur ser con cereal,0.00,0
1016,7791337499003,yogur ser con colchon y cereal,0.00,0
1017,7793940102882,yogur ser con fruta,0.00,0
1018,7791337012028,yogur vasito entero frutilla,0.00,0
1019,7791337012011,yogur vasito entero vainilla,0.00,0
1020,7793940104022,yogur vasito ser frutilla,0.00,0
1021,7793940104015,yogur vasito ser vainilla,0.00,0
1022,7791249792018,yummy,0.00,0
1023,41689300494,zippo bencina,0.00,0
1024,41689560010,zippo mechas,0.00,0
1025,100000143,zippo piedras,0.00,0
